0,0,0,1,245000
0,0,1,1,245000
1000,1,iperf3 -c 10.0.0.2 -t 241 -i 0.1 -J --logfile sv-test-c.log &
0,5,1,0,30,90,2,1500,1,2000,82,2,4000,46
8362,2,0,1,14,0,0,0
17682,2,0,1,60,2,5,0
19575,2,0,1,43,2,1,0
26104,2,0,2,46,0,0,0
33715,2,0,2,10,1,22,0
34070,2,0,2,67,0,0,0
48671,2,0,1,8,2,9,0
66973,2,0,1,55,0,0,0
69301,2,0,1,62,0,0,0
77663,2,0,1,22,0,0,0
88792,2,0,1,23,0,0,0
92352,2,0,1,23,2,1,0
98301,2,0,2,89,0,0,0
106638,2,0,2,21,0,0,0
107006,2,0,2,77,1,13,0
123939,2,0,1,23,1,33,0
143723,2,0,1,30,0,0,0
145769,2,0,1,27,1,44,0
154131,2,0,1,28,0,0,0
168894,2,0,1,52,0,0,0
171388,2,0,1,35,0,0,0
178031,2,0,2,63,0,0,0
186599,2,0,2,10,0,0,0
186969,2,0,2,84,1,403,0
203242,2,0,1,21,4,1,0
227916,2,0,1,102,0,0,0
231042,2,0,1,40,0,0,0
