0,0,0,1,900000
0,0,1,1,900000
1000,1,iperf3 -c 10.0.0.2 -t 892 -i 0.1 -J --logfile sv-test-c.log &
0,5,1,0,30,90,2,1500,1,2000,82,2,4000,46
23811,2,0,1,40,0,0,0
26344,2,0,1,1,4,29,0
132580,2,0,1,46,2,1,0
173787,2,0,1,71,2,1,0
191012,2,0,1,34,0,0,0
197327,2,0,1,0,0,0,0
203600,2,0,1,31,0,0,0
233804,2,0,1,32,1,3,0
250616,2,0,2,17,0,0,0
303854,2,0,2,15,1,22,0
324453,2,0,2,34,0,0,0
343838,2,0,2,5,0,0,0
352652,2,0,2,27,0,0,0
376463,2,0,2,2,4,1,0
397104,2,0,2,44,0,0,0
404925,2,0,2,19,0,0,0
409715,2,0,2,24,3,1,0
418484,2,0,2,15,0,503,0
420526,2,0,2,1,2,65,0
423410,2,0,2,36,0,0,0
470193,2,0,1,32,2,9,0
549642,2,0,1,0,0,0,0
571616,2,0,1,1,0,0,0
645710,2,0,1,22,0,0,0
653913,2,0,1,27,0,0,0
697752,2,0,1,1,0,0,0
789659,2,0,1,28,0,0,0
849408,2,0,1,31,4,3,0
876712,2,0,1,43,1,44,0
881952,2,0,1,2,2,5,0
