0,0,0,1,230000
0,0,1,1,230000
1000,1,iperf3 -c 10.0.0.2 -t 226 -i 0.1 -J --logfile server-test.log &
0,5,1,0,30,90,2,1500,1,2000,82,2,4000,46
8362,2,0,1,31,0,0,0
15120,2,0,1,46,4,29,0
19850,2,0,1,29,0,0,0
26492,2,0,2,132,0,0,0
34358,2,0,2,60,6,1,0
35468,2,0,2,108,0,0,0
49013,2,0,1,17,1,35,0
68731,2,0,1,55,0,0,0
70001,2,0,1,2,0,0,0
78363,2,0,1,14,0,0,0
87683,2,0,1,60,1,62,0
89576,2,0,1,43,0,0,0
96105,2,0,2,46,0,0,0
103716,2,0,2,10,0,0,0
104071,2,0,2,67,0,0,0
118672,2,0,1,8,14,1,0
136974,2,0,1,55,0,0,0
139302,2,0,1,62,5,1,0
147664,2,0,1,22,0,0,0
158793,2,0,1,23,0,0,0
162353,2,0,1,23,0,0,0
168302,2,0,2,89,2,1,0
176639,2,0,2,21,30,503,0
177007,2,0,2,77,0,0,0
193940,2,0,1,23,2,9,0
213724,2,0,1,30,2,1,0
215770,2,0,1,27,1,39,0
